time,open,high,low,close,tick_volume,spread,real_volume
2026-04-23 11:00:00,1.17024,1.17044,1.17003,1.17016,919,1,0
2026-04-23 11:15:00,1.17016,1.17053,1.17005,1.17026,852,1,0
2026-04-23 11:30:00,1.17041,1.17046,1.16964,1.16977,1102,1,0
2026-04-23 11:45:00,1.16976,1.17023,1.16973,1.17016,886,1,0
2026-04-23 12:00:00,1.17015,1.17023,1.1694499999999999,1.1695,1058,1,0
2026-04-23 12:15:00,1.16949,1.1701,1.16936,1.16948,1095,1,0
2026-04-23 12:30:00,1.1695,1.16966,1.16904,1.16961,922,1,0
2026-04-23 12:45:00,1.1696,1.16967,1.1691799999999999,1.16936,963,1,0
2026-04-23 13:00:00,1.16934,1.16961,1.16849,1.16866,1074,1,0
2026-04-23 13:15:00,1.16866,1.16871,1.16822,1.16835,860,1,0
2026-04-23 13:30:00,1.16836,1.16866,1.1682,1.16827,843,1,0
2026-04-23 13:45:00,1.16826,1.16835,1.16799,1.1682299999999999,1031,1,0
2026-04-23 14:00:00,1.16828,1.16828,1.16793,1.16819,872,1,0
2026-04-23 14:15:00,1.1682,1.16833,1.16792,1.16816,643,1,0
2026-04-23 14:30:00,1.16816,1.16841,1.16791,1.16837,805,1,0
2026-04-23 14:45:00,1.16836,1.16977,1.16834,1.16906,1822,1,0
2026-04-23 15:00:00,1.16907,1.1698,1.16868,1.16958,1894,1,0
2026-04-23 15:15:00,1.16957,1.16957,1.16861,1.1687400000000001,1151,1,0
2026-04-23 15:30:00,1.16873,1.16976,1.16866,1.16959,1366,1,0
2026-04-23 15:45:00,1.16959,1.16982,1.16864,1.16921,1810,1,0
2026-04-23 16:00:00,1.16922,1.16934,1.16834,1.16846,1204,1,0
2026-04-23 16:15:00,1.1685,1.16907,1.16839,1.1688399999999999,1364,1,0
2026-04-23 16:30:00,1.16883,1.16952,1.16881,1.16928,1643,1,0
2026-04-23 16:45:00,1.16844,1.16967,1.16844,1.16911,1540,1,0
2026-04-23 17:00:00,1.16911,1.16981,1.1687400000000001,1.16978,1845,1,0
2026-04-23 17:15:00,1.1697899999999999,1.17073,1.16968,1.17056,1472,1,0
2026-04-23 17:30:00,1.17058,1.17077,1.1703000000000001,1.17076,1269,1,0
2026-04-23 17:45:00,1.17075,1.17165,1.17075,1.17108,1521,1,0
2026-04-23 18:00:00,1.17107,1.1713,1.17058,1.17072,1267,1,0
2026-04-23 18:15:00,1.17072,1.17156,1.1706,1.17108,1476,1,0
2026-04-23 18:30:00,1.17107,1.17112,1.17028,1.17029,1291,1,0
2026-04-23 18:45:00,1.1703000000000001,1.17081,1.17007,1.17035,1284,1,0
2026-04-23 19:00:00,1.17034,1.17039,1.16985,1.16986,1064,1,0
2026-04-23 19:15:00,1.16984,1.1703999999999999,1.16984,1.17033,1072,1,0
2026-04-23 19:30:00,1.17034,1.17051,1.17002,1.17041,862,1,0
2026-04-23 19:45:00,1.17043,1.17056,1.17002,1.17022,941,1,0
2026-04-23 20:00:00,1.17024,1.17028,1.16819,1.16843,2462,1,0
2026-04-23 20:15:00,1.16842,1.16879,1.16781,1.16826,2038,1,0
2026-04-23 20:30:00,1.16827,1.1687400000000001,1.16707,1.16717,2204,1,0
2026-04-23 20:45:00,1.16717,1.16933,1.1669100000000001,1.16929,3553,1,0
2026-04-23 21:00:00,1.16933,1.16999,1.1691,1.16957,2922,1,0
2026-04-23 21:15:00,1.16955,1.16985,1.16927,1.16953,1638,1,0
2026-04-23 21:30:00,1.16954,1.16985,1.16916,1.16943,1060,1,0
2026-04-23 21:45:00,1.16942,1.1695,1.1688,1.16893,1170,1,0
2026-04-23 22:00:00,1.16893,1.16903,1.16843,1.16862,1403,1,0
2026-04-23 22:15:00,1.16863,1.16877,1.16841,1.16853,940,1,0
2026-04-23 22:30:00,1.16854,1.16862,1.16804,1.16824,940,1,0
2026-04-23 22:45:00,1.16824,1.16877,1.16804,1.16866,1008,1,0
2026-04-23 23:00:00,1.16865,1.16868,1.16816,1.16822,798,2,0
